EmployeeId,BusinessTravel,EducationField,JobRole,MaritalStatus,OverTime,MonthlyIncome,TotalWorkingYears,YearsAtCompany,YearsWithCurrManager,Age,JobSatisfaction,EnvironmentSatisfaction,NumCompaniesWorked,YearsSinceLastPromotion,Attrition,Attrition (Actual),PredictedAttrition,Probability
1056,Travel_Rarely,Life Sciences,Manager,Single,No,19717,36,7,7,56,2,4,6,7,0,0,0,0.2053
1057,Travel_Rarely,Life Sciences,Healthcare Representative,Married,No,5347,10,3,2,36,3,1,6,0,0,0,0,0.0144
1058,Travel_Rarely,Life Sciences,Sales Executive,Single,Yes,4478,5,5,4,27,3,4,1,0,0,0,0,0.3977
1059,Travel_Rarely,Other,Research Scientist,Single,No,4541,20,20,17,44,4,4,1,13,0,0,0,0.3421
1060,Travel_Rarely,Life Sciences,Sales Executive,Married,No,9714,10,10,7,30,1,2,1,6,0,0,0,0.4055
1061,Travel_Rarely,Life Sciences,Research Scientist,Single,Yes,2472,1,1,0,22,2,4,1,0,0,0,0,0.1258
1062,Travel_Rarely,Technical Degree,Research Scientist,Married,No,2585,2,1,0,34,3,3,0,0,0,0,0,0.0526
1063,Travel_Rarely,Human Resources,Human Resources,Married,No,3737,4,3,2,34,4,3,0,0,0,0,0,0.0108
1064,Non-Travel,Marketing,Sales Executive,Married,No,4385,10,10,5,45,1,1,1,4,0,0,0,0.2736
1065,Non-Travel,Marketing,Sales Executive,Married,No,6538,6,3,2,34,3,3,9,1,0,0,0,0.0466
1066,Non-Travel,Life Sciences,Laboratory Technician,Single,No,1611,0,0,0,18,4,4,1,0,0,0,0,0.0044
1067,Travel_Rarely,Life Sciences,Research Scientist,Married,No,2911,2,2,2,33,4,3,1,0,0,0,0,0.0181
1069,Travel_Rarely,Medical,Healthcare Representative,Married,Yes,4878,10,9,1,33,4,2,0,8,0,0,0,0.2273
1070,Travel_Rarely,Life Sciences,Research Scientist,Single,No,3280,10,4,3,34,4,2,2,1,0,0,0,0.0261
1071,Travel_Rarely,Life Sciences,Manager,Single,Yes,16659,30,5,2,55,4,3,2,1,0,0,0,0.2341
1072,Travel_Rarely,Medical,Laboratory Technician,Married,No,3669,7,3,2,25,4,4,3,1,0,0,0,0.0474
1073,Non-Travel,Other,Sales Executive,Married,No,8412,10,9,8,30,1,3,0,7,0,0,0,0.1378
1074,Travel_Rarely,Medical,Laboratory Technician,Divorced,No,4558,10,10,8,28,1,3,1,1,0,0,0,0.0127
1075,Travel_Rarely,Marketing,Manager,Married,No,18303,21,1,0,42,3,4,6,0,0,0,0,0.1968
1077,Travel_Rarely,Life Sciences,Human Resources,Single,Yes,8837,9,9,7,35,4,3,1,1,0,0,0,0.1828
1078,Travel_Rarely,Life Sciences,Laboratory Technician,Married,Yes,4766,6,1,0,41,4,2,3,0,0,0,1,0.5066
1079,Travel_Rarely,Medical,Sales Executive,Single,No,4908,4,4,2,28,4,1,1,0,0,0,0,0.0929
1080,Travel_Rarely,Marketing,Sales Executive,Divorced,Yes,6134,16,2,2,36,1,2,5,2,0,0,0,0.1632
1081,Travel_Rarely,Marketing,Sales Executive,Single,No,9888,14,14,1,34,4,1,1,2,0,0,0,0.3891
1082,Travel_Rarely,Other,Laboratory Technician,Divorced,No,3917,3,3,2,35,4,2,1,1,0,0,0,0.0145
1083,Travel_Rarely,Life Sciences,Research Scientist,Single,No,2115,17,17,7,37,4,4,1,5,0,0,0,0.2339
1084,Travel_Rarely,Medical,Laboratory Technician,Divorced,No,2766,7,5,4,42,2,2,8,0,0,0,0,0.0117
1085,Travel_Rarely,Medical,Laboratory Technician,Married,No,3448,20,1,0,40,3,2,6,0,0,0,0,0.166
1086,Non-Travel,Life Sciences,Research Director,Divorced,No,19973,21,21,10,41,3,2,1,5,0,0,0,0.143
1087,Travel_Rarely,Marketing,Sales Executive,Divorced,Yes,4260,5,5,3,24,3,4,1,0,0,0,0,0.0335
1088,Travel_Frequently,Medical,Laboratory Technician,Single,No,4011,12,12,7,30,4,3,1,3,0,0,0,0.0207
1089,Travel_Rarely,Life Sciences,Sales Representative,Single,No,4502,17,13,7,36,4,3,3,6,0,0,0,0.2591
1090,Travel_Rarely,Medical,Sales Executive,Married,No,7596,10,10,0,36,3,2,1,9,0,0,1,0.9221
1091,Travel_Rarely,Medical,Manager,Divorced,No,18606,26,7,7,53,3,4,3,4,0,0,0,0.2121
1092,Travel_Rarely,Medical,Research Scientist,Single,No,3904,5,4,1,26,4,1,0,1,0,0,0,0.1873
1093,Travel_Rarely,Technical Degree,Sales Executive,Married,No,9250,9,4,3,30,2,3,3,1,0,0,0,0.0883
1094,Travel_Rarely,Medical,Laboratory Technician,Married,No,3468,6,2,2,27,2,1,9,2,0,0,0,0.0685
1095,Travel_Rarely,Marketing,Sales Executive,Married,Yes,10934,35,5,4,53,4,1,7,0,0,0,0,0.2608
1096,Travel_Rarely,Life Sciences,Healthcare Representative,Single,No,10445,18,8,0,52,2,2,7,4,0,0,0,0.2903
1097,Travel_Frequently,Technical Degree,Sales Representative,Single,No,1091,1,1,0,29,1,3,1,0,0,0,0,0.0297
1098,Travel_Rarely,Marketing,Sales Executive,Divorced,No,6931,10,3,2,29,4,4,2,0,0,0,0,0.0192
1099,Travel_Rarely,Life Sciences,Laboratory Technician,Divorced,No,2576,8,5,2,42,1,2,3,1,0,0,0,0.0081
1100,Travel_Rarely,Life Sciences,Laboratory Technician,Married,No,2406,8,1,0,40,4,1,8,0,0,0,0,0.0758
1101,Travel_Rarely,Marketing,Sales Representative,Single,No,2983,4,3,2,30,2,4,0,1,0,0,0,0.0575
1102,Travel_Rarely,Marketing,Sales Executive,Married,No,8020,12,11,9,35,2,3,0,6,0,0,1,0.6895
1103,Non-Travel,Life Sciences,Sales Executive,Single,No,7991,6,2,2,46,2,2,8,2,0,0,0,0.044
1104,Travel_Rarely,Medical,Laboratory Technician,Married,Yes,2398,1,1,0,22,1,3,1,0,0,0,1,0.7623
1105,Travel_Rarely,Technical Degree,Research Scientist,Married,No,2132,8,5,3,45,4,4,4,0,0,0,0,0.0408
1107,Non-Travel,Life Sciences,Manufacturing Director,Divorced,Yes,6804,7,7,7,49,4,4,1,1,0,0,0,0.0244
1109,Non-Travel,Medical,Research Scientist,Single,No,2144,5,5,4,28,3,3,1,1,0,0,0,0.0431
1110,Travel_Frequently,Life Sciences,Laboratory Technician,Single,No,3068,8,7,6,32,4,4,0,3,0,0,0,0.0337
1111,Travel_Frequently,Life Sciences,Research Scientist,Divorced,No,2613,10,10,9,30,3,1,1,0,0,0,0,0.0072
1112,Travel_Rarely,Medical,Research Director,Married,Yes,17584,21,5,3,53,3,3,3,1,0,0,0,0.416
1113,Travel_Rarely,Medical,Healthcare Representative,Married,No,5582,10,9,8,31,4,2,0,7,0,0,0,0.4797
1114,Travel_Frequently,Technical Degree,Manufacturing Director,Married,No,4298,6,2,0,27,1,3,5,2,0,0,0,0.052
1116,Travel_Rarely,Life Sciences,Research Director,Married,No,17861,26,3,1,46,3,1,6,0,0,0,0,0.1207
1119,Travel_Rarely,Life Sciences,Research Scientist,Married,No,2044,5,5,3,28,4,3,1,0,0,0,0,0.0323
1121,Travel_Rarely,Marketing,Sales Executive,Divorced,No,5486,15,2,2,48,1,3,4,2,0,0,0,0.025
1122,Travel_Rarely,Medical,Research Director,Single,No,13464,9,4,2,39,3,3,7,2,0,0,0,0.1102
1123,Travel_Rarely,Life Sciences,Laboratory Technician,Married,Yes,2818,10,3,2,44,4,1,2,0,0,0,0,0.0574
1124,Travel_Rarely,Life Sciences,Research Director,Single,No,16422,9,3,0,31,2,1,3,1,0,0,0,0.0755
1125,Travel_Frequently,Life Sciences,Sales Executive,Married,No,9998,8,5,2,33,4,2,6,1,0,0,0,0.0407
1126,Non-Travel,Technical Degree,Sales Executive,Married,Yes,4736,4,2,2,30,3,4,7,2,0,0,0,0.1595
1127,Travel_Rarely,Life Sciences,Manufacturing Director,Married,No,6447,8,6,3,37,2,2,6,4,0,0,0,0.3261
1128,Travel_Rarely,Life Sciences,Research Scientist,Single,No,2340,6,6,5,29,4,3,1,1,0,0,0,0.0232
1129,Non-Travel,Technical Degree,Research Scientist,Married,No,4087,9,6,2,32,1,4,4,1,0,0,0,0.0624
1131,Travel_Rarely,Marketing,Sales Executive,Single,Yes,5441,11,10,0,51,4,3,0,1,0,0,1,0.5269
1132,Travel_Rarely,Medical,Research Scientist,Married,Yes,4477,7,3,2,45,3,1,4,0,0,0,0,0.3535
1133,Travel_Rarely,Medical,Laboratory Technician,Married,No,2705,6,5,3,35,3,2,0,0,0,0,0,0.0134
1134,Travel_Rarely,Life Sciences,Healthcare Representative,Married,Yes,8321,15,12,7,36,1,4,7,5,0,0,0,0.4001
1136,Travel_Frequently,Medical,Healthcare Representative,Married,No,4244,8,8,7,40,2,3,1,3,0,0,0,0.0587
1137,Travel_Rarely,Life Sciences,Research Scientist,Married,No,2691,10,10,8,34,4,2,1,8,0,0,1,0.5172
1138,Travel_Rarely,Life Sciences,Research Scientist,Married,No,2066,5,3,0,56,1,1,2,1,0,0,0,0.1935
1139,Travel_Rarely,Life Sciences,Laboratory Technician,Single,Yes,2166,10,4,3,40,1,1,3,0,0,0,1,0.7254
1140,Travel_Rarely,Medical,Laboratory Technician,Single,No,2496,7,1,0,33,4,3,4,0,0,0,0,0.0226
1141,Non-Travel,Medical,Healthcare Representative,Divorced,Yes,13577,34,33,0,55,2,4,1,15,0,0,0,0.1879
1142,Travel_Rarely,Marketing,Manager,Married,No,17465,23,12,9,46,3,1,3,4,0,0,1,0.5514
1143,Non-Travel,Marketing,Sales Executive,Married,Yes,6349,6,5,4,27,2,3,0,1,0,0,0,0.0599
1144,Travel_Frequently,Medical,Manager,Single,No,18061,22,0,0,45,2,2,3,0,0,0,0,0.0142
1145,Travel_Rarely,Medical,Research Director,Divorced,No,14732,31,7,0,55,4,2,2,0,0,0,0,0.1575
1146,Travel_Rarely,Medical,Sales Representative,Married,No,2534,5,1,0,27,4,3,8,0,0,0,0,0.493
1147,Travel_Rarely,Medical,Sales Executive,Married,Yes,8103,9,4,1,34,4,4,3,0,0,0,1,0.742
1148,Travel_Rarely,Marketing,Sales Executive,Married,Yes,4779,8,8,5,28,2,2,1,7,0,0,0,0.09
1149,Travel_Rarely,Medical,Sales Executive,Single,No,6244,10,5,3,42,3,3,7,0,0,0,0,0.0569
1150,Travel_Rarely,Life Sciences,Research Scientist,Married,No,2897,9,4,3,54,3,1,3,2,0,0,0,0.1228
1152,Travel_Frequently,Life Sciences,Research Scientist,Single,Yes,2432,8,4,3,32,3,1,3,0,0,0,0,0.3485
1153,Travel_Rarely,Life Sciences,Research Scientist,Married,Yes,2168,6,5,3,29,4,2,0,1,0,0,0,0.0319
1154,Travel_Rarely,Marketing,Sales Executive,Single,No,4960,20,7,7,47,1,4,2,1,0,0,0,0.0445
1155,Travel_Frequently,Other,Laboratory Technician,Married,No,2743,2,2,2,32,2,3,1,2,0,0,0,0.0173
1157,Travel_Rarely,Technical Degree,Healthcare Representative,Single,No,6687,14,14,11,34,4,3,1,4,0,0,0,0.2837
1158,Travel_Rarely,Technical Degree,Manufacturing Director,Single,No,7491,12,6,2,37,4,2,4,1,0,0,0,0.0391
1159,Non-Travel,Marketing,Sales Executive,Married,No,4465,4,3,2,32,4,3,0,2,0,0,0,0.0792
1160,Travel_Rarely,Marketing,Sales Executive,Married,No,6214,8,8,7,27,2,2,1,0,0,0,0,0.0586
1161,Travel_Rarely,Medical,Laboratory Technician,Single,No,2450,3,3,2,35,1,4,1,1,0,0,0,0.0076
1162,Travel_Rarely,Medical,Laboratory Technician,Divorced,Yes,2593,10,9,8,42,1,4,0,7,0,0,0,0.0248
1163,Travel_Rarely,Medical,Manager,Single,No,11244,10,5,0,32,4,3,2,0,0,0,0,0.052
1164,Travel_Rarely,Marketing,Sales Executive,Single,No,4028,8,7,5,38,4,4,0,0,0,0,0,0.0245
1165,Travel_Rarely,Life Sciences,Sales Executive,Married,Yes,5204,10,10,9,35,4,3,1,0,0,0,0,0.0891
1166,Travel_Rarely,Technical Degree,Healthcare Representative,Single,Yes,13964,25,7,7,49,3,3,7,0,0,0,1,0.5703
1167,Travel_Rarely,Medical,Sales Executive,Married,Yes,7847,10,10,8,43,4,4,1,8,0,0,0,0.1488
1168,Travel_Rarely,Marketing,Sales Executive,Divorced,No,9725,16,15,9,34,4,2,0,0,0,0,0,0.0153
1169,Non-Travel,Technical Degree,Research Scientist,Single,No,2718,12,7,7,32,2,2,2,0,0,0,0,0.015
1170,Travel_Frequently,Life Sciences,Sales Executive,Married,Yes,10475,20,18,12,40,1,4,5,1,0,0,0,0.4895
1171,Travel_Frequently,Life Sciences,Laboratory Technician,Married,Yes,1702,1,1,0,38,4,4,1,0,0,0,0,0.1288
1172,Non-Travel,Medical,Research Scientist,Married,No,1706,0,0,0,27,4,4,1,0,0,0,0,0.0781
1173,Travel_Frequently,Marketing,Sales Executive,Married,Yes,5617,10,10,8,31,4,1,1,0,0,0,0,0.0634
1174,Non-Travel,Life Sciences,Sales Executive,Married,No,5249,13,8,5,38,4,4,3,7,0,0,0,0.4779
1175,Travel_Rarely,Life Sciences,Research Director,Married,No,18300,21,3,1,47,3,4,4,1,0,0,0,0.2153
1176,Travel_Rarely,Technical Degree,Manufacturing Director,Married,No,6261,9,7,7,38,4,4,3,1,0,0,0,0.0522
1177,Travel_Rarely,Life Sciences,Research Scientist,Single,No,2632,5,5,4,30,3,1,1,0,0,0,0,0.0191
1178,Travel_Frequently,Life Sciences,Research Scientist,Divorced,Yes,2703,3,3,2,28,3,3,1,0,0,0,0,0.0429
1179,Travel_Rarely,Medical,Research Scientist,Divorced,No,2187,6,5,3,27,3,1,0,0,0,0,0,0.0103
1180,Travel_Rarely,Life Sciences,Human Resources,Single,No,3423,10,7,7,46,1,4,6,5,0,0,0,0.135
1182,Travel_Rarely,Medical,Manager,Married,No,19187,23,19,11,55,3,4,4,9,0,0,1,0.5731
1183,Travel_Rarely,Life Sciences,Research Scientist,Divorced,No,2886,3,3,2,26,4,1,1,0,0,0,0,0.0054
1184,Travel_Frequently,Other,Laboratory Technician,Married,No,2376,2,2,2,35,4,4,1,2,0,0,0,0.0173
1185,Travel_Rarely,Life Sciences,Healthcare Representative,Married,No,4089,10,10,2,42,4,3,1,2,0,0,0,0.0697
1186,Travel_Rarely,Technical Degree,Sales Executive,Divorced,No,6852,7,5,3,40,2,2,7,1,0,0,0,0.0307
1187,Travel_Rarely,Medical,Laboratory Technician,Single,No,1483,1,1,0,19,2,2,1,0,0,0,0,0.017
1188,Non-Travel,Medical,Research Director,Married,No,11031,13,11,8,31,3,3,4,4,0,0,1,0.556
1190,Travel_Rarely,Life Sciences,Laboratory Technician,Divorced,No,4197,10,10,2,31,3,2,1,0,0,0,0,0.0076
1191,Travel_Rarely,Life Sciences,Healthcare Representative,Divorced,No,10466,29,8,7,49,2,3,3,0,0,0,0,0.0118
1192,Travel_Rarely,Life Sciences,Research Scientist,Single,No,2836,1,1,0,20,2,4,1,0,0,0,0,0.0095
1193,Travel_Rarely,Life Sciences,Sales Executive,Married,No,5484,13,13,8,32,3,4,1,4,0,0,1,0.6194
1194,Non-Travel,Medical,Sales Executive,Single,No,9980,10,10,7,36,4,2,1,9,0,0,0,0.356
1195,Travel_Frequently,Life Sciences,Manager,Married,Yes,16959,25,25,12,43,4,3,1,4,0,0,0,0.0517
1196,Travel_Frequently,Life Sciences,Laboratory Technician,Divorced,No,4364,5,2,0,26,4,1,3,2,0,0,0,0.1153
1198,Travel_Frequently,Other,Laboratory Technician,Married,No,2093,8,2,0,42,3,2,4,2,0,0,0,0.1321
1199,Travel_Rarely,Other,Sales Executive,Single,No,4759,15,13,12,34,1,4,3,3,0,0,0,0.1068
1201,Travel_Rarely,Life Sciences,Laboratory Technician,Married,Yes,5231,17,5,3,42,4,3,2,1,0,0,0,0.0758
1202,Travel_Frequently,Life Sciences,Sales Executive,Divorced,No,6728,12,6,1,50,3,2,7,0,0,0,0,0.0569
1203,Travel_Frequently,Life Sciences,Sales Executive,Married,No,4302,4,3,2,33,2,4,0,0,0,0,0,0.0054
1204,Travel_Rarely,Life Sciences,Laboratory Technician,Divorced,No,2693,1,1,0,30,3,4,1,0,0,0,0,0.0326
1205,Travel_Rarely,Medical,Laboratory Technician,Married,No,2258,10,8,7,35,3,4,6,1,0,0,0,0.0726
1206,Travel_Rarely,Marketing,Sales Executive,Single,No,5155,9,6,5,42,1,2,7,1,0,0,0,0.0503
1207,Travel_Frequently,Medical,Research Scientist,Divorced,Yes,3617,3,1,0,40,2,4,8,0,0,0,1,0.555
1208,Travel_Rarely,Other,Sales Executive,Single,No,6274,6,6,4,34,4,4,1,1,0,0,0,0.069
1209,Travel_Rarely,Life Sciences,Manager,Married,No,17046,28,27,7,50,3,2,0,15,0,0,0,0.2847
1210,Travel_Rarely,Medical,Research Scientist,Single,No,3452,9,6,3,45,4,3,5,0,0,0,0,0.0401
1212,Travel_Rarely,Medical,Research Scientist,Married,No,3920,17,3,2,37,1,3,2,0,0,0,0,0.0462
1213,Travel_Frequently,Marketing,Sales Executive,Single,No,4682,9,7,1,33,4,2,3,0,0,0,0,0.0243
1214,Travel_Rarely,Medical,Laboratory Technician,Divorced,Yes,1129,1,1,0,31,4,4,1,0,0,0,0,0.1143
1215,Travel_Frequently,Life Sciences,Research Scientist,Single,Yes,2439,1,1,0,29,4,4,1,1,0,0,0,0.1286
1216,Travel_Rarely,Other,Manager,Married,Yes,16752,26,26,0,47,4,3,1,3,0,0,0,0.3771
1218,Travel_Rarely,Life Sciences,Manufacturing Director,Married,No,7412,9,9,7,27,1,3,1,0,0,0,0,0.0128
1219,Travel_Rarely,Medical,Research Scientist,Married,No,6854,14,7,7,54,4,4,4,1,0,0,0,0.1483
1220,Non-Travel,Life Sciences,Manager,Divorced,No,17924,31,31,7,50,1,1,1,14,0,0,0,0.0301
1222,Travel_Rarely,Marketing,Sales Executive,Married,No,5647,11,3,2,36,1,3,4,0,0,0,0,0.0485
1223,Travel_Rarely,Life Sciences,Research Scientist,Divorced,No,9724,25,1,0,45,1,2,2,0,0,0,0,0.0327
1225,Non-Travel,Life Sciences,Manager,Single,No,19431,21,6,3,39,4,4,2,1,0,0,0,0.0151
1226,Travel_Rarely,Marketing,Sales Executive,Single,No,4105,7,7,7,27,4,4,1,0,0,0,0,0.0327
1227,Travel_Frequently,Other,Healthcare Representative,Married,Yes,5488,6,6,2,33,2,3,1,1,0,0,0,0.0489
1228,Travel_Rarely,Technical Degree,Manufacturing Director,Divorced,No,7379,12,6,4,46,4,4,2,1,0,0,0,0.0174
1229,Travel_Frequently,Life Sciences,Laboratory Technician,Single,Yes,2379,6,5,2,27,4,4,0,0,0,0,0,0.0495
1230,Travel_Rarely,Medical,Research Director,Married,No,19038,34,1,0,55,1,3,8,0,0,0,0,0.1843
1231,Travel_Rarely,Medical,Human Resources,Married,No,10725,16,9,1,54,2,3,2,7,0,0,1,0.9158
1232,Travel_Rarely,Marketing,Sales Executive,Married,Yes,4537,8,7,7,47,4,3,0,7,0,0,0,0.0894
1233,Travel_Rarely,Marketing,Sales Executive,Divorced,No,7104,6,5,2,33,3,3,0,1,0,0,0,0.0571
1234,Travel_Rarely,Life Sciences,Manufacturing Director,Married,Yes,10685,17,17,15,35,3,4,1,5,0,0,0,0.0952
1235,Non-Travel,Life Sciences,Laboratory Technician,Single,No,6782,9,5,3,39,2,3,9,0,0,0,0,0.0098
1236,Travel_Rarely,Life Sciences,Healthcare Representative,Divorced,No,5745,10,2,2,38,4,4,9,1,0,0,0,0.0082
1237,Travel_Rarely,Marketing,Manager,Married,No,19586,36,36,13,55,4,3,1,2,0,0,0,0.1433
1238,Travel_Rarely,Life Sciences,Sales Executive,Married,No,10686,13,9,0,54,3,3,6,7,0,0,1,0.8761
1239,Travel_Rarely,Life Sciences,Manufacturing Director,Single,Yes,4197,18,1,1,37,2,3,2,0,0,0,0,0.1777
1240,Travel_Rarely,Life Sciences,Laboratory Technician,Single,No,3033,2,2,2,20,3,1,1,1,0,0,0,0.0212
1241,Travel_Frequently,Medical,Laboratory Technician,Single,No,5094,10,1,0,40,3,1,6,0,0,0,0,0.0206
1242,Travel_Frequently,Life Sciences,Manager,Divorced,Yes,19847,31,29,10,51,2,4,4,11,0,0,0,0.1766
1244,Travel_Rarely,Life Sciences,Laboratory Technician,Married,No,3294,7,5,2,34,2,4,5,0,0,0,0,0.0259
1245,Travel_Rarely,Medical,Manufacturing Director,Married,Yes,7406,10,10,8,42,1,4,1,5,0,0,1,0.5426
1246,Non-Travel,Medical,Manufacturing Director,Divorced,No,5762,15,7,7,35,4,2,2,1,0,0,0,0.0167
1247,Travel_Rarely,Marketing,Sales Representative,Single,No,2760,2,2,2,29,2,2,1,2,0,0,0,0.0744
1248,Travel_Rarely,Technical Degree,Research Scientist,Divorced,No,2109,1,1,0,29,1,4,1,0,0,0,0,0.057
1249,Non-Travel,Technical Degree,Research Scientist,Divorced,No,1274,1,1,0,30,3,3,1,0,0,0,0,0.037
1250,Travel_Frequently,Technical Degree,Research Scientist,Married,Yes,2437,6,1,0,43,3,3,9,0,0,0,0,0.4558
1251,Travel_Rarely,Life Sciences,Manager,Single,No,19926,21,5,4,50,2,3,3,4,0,0,0,0.2053
1252,Travel_Frequently,Life Sciences,Healthcare Representative,Single,Yes,6294,10,3,2,29,3,4,8,0,0,0,0,0.3239
1253,Travel_Rarely,Medical,Research Scientist,Single,No,2501,1,1,0,31,2,3,1,1,0,0,0,0.0879
1254,Non-Travel,Human Resources,Human Resources,Divorced,No,2592,13,11,8,38,2,1,5,3,0,0,0,0.031
1255,Travel_Frequently,Life Sciences,Research Scientist,Divorced,Yes,5467,12,6,3,41,4,4,3,3,0,0,0,0.2363
1256,Travel_Rarely,Life Sciences,Manufacturing Director,Married,Yes,4663,7,3,1,36,3,3,9,1,0,0,1,0.5524
1257,Travel_Frequently,Life Sciences,Manager,Divorced,No,17181,21,7,7,41,1,4,4,7,0,0,0,0.05
1258,Travel_Rarely,Life Sciences,Manager,Married,No,17099,26,9,8,52,4,4,2,7,0,0,0,0.4203
1259,Travel_Rarely,Life Sciences,Research Scientist,Single,No,4661,9,9,8,40,4,3,1,8,0,0,0,0.2339
1260,Travel_Frequently,Life Sciences,Research Director,Single,Yes,18665,22,3,2,49,1,3,9,1,0,0,1,0.5037
1261,Travel_Rarely,Marketing,Sales Executive,Married,Yes,5769,6,6,4,27,4,4,1,4,0,0,0,0.09
1262,Travel_Rarely,Life Sciences,Research Scientist,Single,Yes,3944,6,3,2,38,4,4,5,1,0,0,0,0.4646
1263,Travel_Frequently,Marketing,Sales Executive,Married,No,10596,14,4,2,51,2,2,2,3,0,0,0,0.1028
1264,Travel_Rarely,Medical,Research Scientist,Divorced,No,2345,8,3,2,40,3,3,2,1,0,0,0,0.0374
1265,Travel_Rarely,Medical,Laboratory Technician,Married,No,3131,10,10,8,29,4,2,1,0,0,0,0,0.0338
1266,Travel_Rarely,Marketing,Sales Executive,Divorced,No,9705,11,1,0,40,2,1,2,0,0,0,0,0.0647
1267,Travel_Rarely,Technical Degree,Manager,Married,No,13116,15,2,2,51,3,1,2,2,0,0,0,0.0597
1268,Travel_Frequently,Technical Degree,Healthcare Representative,Married,No,5063,8,8,7,34,3,4,1,7,0,0,0,0.2391
1269,Travel_Rarely,Life Sciences,Manufacturing Director,Single,No,6091,11,5,2,30,4,3,2,0,0,0,0,0.0093
1270,Travel_Frequently,Medical,Sales Executive,Married,No,5390,17,9,8,49,2,4,2,0,0,0,0,0.0249
1271,Travel_Rarely,Technical Degree,Manufacturing Director,Divorced,No,4262,8,3,2,29,4,4,4,1,0,0,0,0.0143
1272,Travel_Rarely,Marketing,Sales Executive,Married,No,7295,10,10,6,35,2,3,1,0,0,0,0,0.0586
1273,Travel_Rarely,Life Sciences,Manager,Married,No,17650,26,9,1,45,4,4,3,1,0,0,0,0.254
1274,Travel_Frequently,Medical,Research Director,Single,Yes,14411,32,32,9,50,4,3,1,13,0,0,0,0.0788
1275,Travel_Frequently,Life Sciences,Manufacturing Director,Married,No,10820,18,8,1,43,1,3,8,0,0,0,0,0.024
1276,Travel_Rarely,Life Sciences,Laboratory Technician,Single,No,2837,6,6,1,32,2,3,1,4,0,0,0,0.2363
1277,Travel_Rarely,Medical,Research Director,Married,No,17169,26,20,6,47,3,1,3,5,0,0,1,0.6763
1278,Travel_Rarely,Technical Degree,Manufacturing Director,Single,No,13142,29,5,3,51,2,4,3,0,0,0,0,0.0189
1279,Travel_Rarely,Medical,Manufacturing Director,Divorced,No,10845,13,8,7,46,3,4,6,0,0,0,0,0.0132
1281,Travel_Rarely,Life Sciences,Research Director,Divorced,No,16124,9,7,7,29,4,4,3,1,0,0,0,0.0271
1282,Travel_Rarely,Marketing,Sales Executive,Divorced,No,10453,24,24,7,46,1,2,1,15,0,0,0,0.1382
1283,Travel_Frequently,Medical,Manager,Married,No,15202,23,2,2,48,4,3,2,2,0,0,0,0.032
1284,Non-Travel,Life Sciences,Healthcare Representative,Divorced,Yes,4069,8,2,2,40,4,4,3,2,0,0,0,0.085
1286,Travel_Rarely,Marketing,Sales Executive,Divorced,No,5715,8,5,3,40,2,4,7,1,0,0,0,0.047
1288,Travel_Rarely,Life Sciences,Manufacturing Director,Married,Yes,6062,8,4,2,42,4,4,9,0,0,0,0,0.2161
1289,Non-Travel,Other,Healthcare Representative,Single,Yes,6811,10,8,7,41,3,1,2,0,0,0,0,0.2301
1290,Non-Travel,Life Sciences,Research Scientist,Single,No,4332,20,20,7,42,3,4,1,3,0,0,0,0.0415
1291,Non-Travel,Life Sciences,Manager,Married,Yes,17861,21,20,10,42,3,3,0,2,0,0,0,0.0255
1292,Travel_Rarely,Medical,Sales Representative,Married,No,2096,7,7,6,25,3,2,1,0,0,0,0,0.1283
1293,Travel_Frequently,Life Sciences,Research Scientist,Married,No,3433,10,5,3,32,3,1,6,1,0,0,0,0.0188
1294,Travel_Frequently,Life Sciences,Sales Executive,Married,No,5675,7,7,7,43,4,1,1,7,0,0,0,0.3356
1295,Travel_Rarely,Life Sciences,Research Scientist,Married,Yes,2933,1,1,0,26,3,2,1,1,0,0,0,0.3096
1296,Travel_Rarely,Medical,Manufacturing Director,Married,No,4855,7,5,4,38,2,3,4,1,0,0,0,0.077
1298,Travel_Rarely,Life Sciences,Manufacturing Director,Married,Yes,6142,6,6,3,27,2,2,1,0,0,0,0,0.0551
1299,Travel_Rarely,Medical,Manufacturing Director,Single,Yes,6032,8,5,2,41,2,4,6,1,0,0,0,0.2128
1300,Travel_Rarely,Life Sciences,Manufacturing Director,Single,Yes,5410,18,16,12,36,2,3,9,5,0,0,1,0.6465
1301,Travel_Frequently,Life Sciences,Healthcare Representative,Divorced,No,6288,13,4,2,38,1,1,2,1,0,0,0,0.0039
1302,Travel_Rarely,Life Sciences,Research Scientist,Single,No,2506,7,2,2,35,3,4,3,2,0,0,0,0.0269
1303,Non-Travel,Life Sciences,Sales Executive,Married,No,5593,15,15,12,45,3,2,1,4,0,0,0,0.4337
1304,Travel_Frequently,Medical,Sales Executive,Divorced,Yes,13770,28,22,13,47,3,4,9,11,0,0,0,0.1522
1305,Travel_Rarely,Technical Degree,Manager,Divorced,No,19943,28,5,2,56,1,4,4,4,0,0,0,0.1389
1306,Travel_Rarely,Medical,Sales Representative,Married,No,2269,3,2,2,32,2,2,0,2,0,0,0,0.1629
1307,Non-Travel,Human Resources,Manager,Married,No,18844,30,3,2,59,4,3,9,2,0,0,0,0.0554
1310,Travel_Rarely,Medical,Manufacturing Director,Single,Yes,6877,12,0,0,30,4,3,5,0,0,0,0,0.2495
